,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2024/06/25,39173.15,2024/06/24,39411.21,2024/06/25,517.7,2024/06/25,2949.9963,2024/06/25,12.84,2024/06/26,160.79,2024/06/25,171.06,2024/06/25,7.2629,2024/06/26,1.023,2024/06/24,4.248,2024/06/24,81.75,2024/06/24,2347.2
2024/06/24,38804.65,2024/06/21,39150.33,2024/06/24,518.87,2024/06/24,2963.0989,2024/06/24,13.33,2024/06/25,159.69,2024/06/24,171.34,2024/06/24,7.2586,2024/06/25,1.0,2024/06/21,4.257,2024/06/21,80.59,2024/06/21,2334.7
2024/06/21,38596.47,2024/06/20,39134.76,2024/06/21,515.11,2024/06/21,2998.1377,2024/06/21,13.2,2024/06/24,159.59,2024/06/21,170.86,2024/06/21,7.2609,2024/06/24,0.99,2024/06/20,4.254,2024/06/20,82.34,2024/06/20,2373.6
2024/06/20,38633.02,2024/06/18,38834.86,2024/06/20,518.91,2024/06/20,3005.4369,2024/06/20,13.28,2024/06/21,159.79,2024/06/20,170.06,2024/06/20,7.2604,2024/06/21,0.98,2024/06/18,4.217,2024/06/18,81.55,2024/06/18,2344.2
2024/06/19,38570.76,2024/06/17,38778.1,2024/06/19,514.13,2024/06/19,3018.0491,2024/06/19,12.48,2024/06/20,158.9,2024/06/19,169.83,2024/06/19,7.2569,2024/06/20,0.954,2024/06/17,4.279,2024/06/17,80.62,2024/06/17,2333.6
2024/06/18,38482.11,2024/06/14,38589.16,2024/06/18,515.01,2024/06/18,3030.2464,2024/06/18,12.3,2024/06/19,158.08,2024/06/18,169.52,2024/06/18,7.2543,2024/06/19,0.936,2024/06/14,4.213,2024/06/14,78.49,2024/06/14,2348.4
2024/06/17,38102.44,2024/06/13,38647.1,2024/06/17,511.49,2024/06/17,3015.8907,2024/06/17,12.75,2024/06/18,157.85,2024/06/17,169.28,2024/06/17,7.2561,2024/06/18,0.941,2024/06/13,4.24,2024/06/13,77.93,2024/06/13,2319.7
2024/06/14,38814.56,2024/06/12,38712.21,2024/06/14,511.05,2024/06/14,3032.6333,2024/06/14,12.66,2024/06/17,157.71,2024/06/14,168.45,2024/06/14,7.2557,2024/06/17,0.929,2024/06/12,4.295,2024/06/12,78.32,2024/06/12,2340.7
2024/06/13,38720.47,2024/06/11,38747.42,2024/06/13,516.04,2024/06/13,3028.9187,2024/06/13,11.94,2024/06/14,157.37,2024/06/13,168.6,2024/06/13,7.2522,2024/06/14,0.93,2024/06/11,4.402,2024/06/11,78.18,2024/06/11,2333.9
2024/06/12,38876.71,2024/06/10,38868.04,2024/06/12,522.89,2024/06/12,3037.4675,2024/06/12,12.04,2024/06/13,157.02,2024/06/12,169.38,2024/06/12,7.238,2024/06/13,0.968,2024/06/10,4.469,2024/06/10,78.23,2024/06/10,2328.0
2024/06/11,39134.79,2024/06/07,38798.99,2024/06/11,517.29,2024/06/11,3028.0451,2024/06/11,12.85,2024/06/12,156.71,2024/06/11,168.74,2024/06/11,7.2544,2024/06/12,0.988,2024/06/07,4.428,2024/06/07,75.38,2024/06/07,2311.1
2024/06/10,39038.16,2024/06/06,38886.17,2024/06/10,522.16,2024/06/07,3051.2787,2024/06/10,12.74,2024/06/11,157.07,2024/06/10,169.02,2024/06/10,7.2475,2024/06/11,1.025,2024/06/06,4.281,2024/06/06,75.67,2024/06/06,2395.2
2024/06/07,38683.93,2024/06/05,38807.33,2024/06/07,523.55,2024/06/06,3048.7939,2024/06/07,12.22,2024/06/10,157.02,2024/06/07,169.3,2024/06/07,7.2475,2024/06/10,1.036,2024/06/05,4.289,2024/06/05,74.29,2024/06/05,2375.3
2024/06/06,38703.51,2024/06/04,38711.29,2024/06/06,524.68,2024/06/05,3065.4034,2024/06/06,12.58,2024/06/07,156.7,2024/06/06,169.44,2024/06/06,7.2447,2024/06/07,0.976,2024/06/04,4.336,2024/06/04,72.92,2024/06/04,2346.4
2024/06/05,38490.17,2024/06/03,38571.03,2024/06/05,521.23,2024/06/04,3091.1992,2024/06/05,12.63,2024/06/06,155.6,2024/06/05,169.65,2024/06/05,7.2476,2024/06/06,0.961,2024/06/03,4.402,2024/06/03,74.0,2024/06/03,2371.4
2024/06/04,38837.46,2024/05/31,38686.32,2024/06/04,517.05,2024/06/03,3078.4887,2024/06/04,13.16,2024/06/05,156.1,2024/06/04,168.48,2024/06/04,7.2393,2024/06/05,1.0,2024/05/31,4.512,2024/05/31,77.18,2024/05/31,2347.7
2024/06/03,38923.03,2024/05/30,38111.48,2024/06/03,519.85,2024/05/31,3086.8134,2024/06/03,13.11,2024/06/04,154.87,2024/06/03,170.17,2024/06/03,7.242,2024/06/04,1.034,2024/05/30,4.554,2024/05/30,77.87,2024/05/30,2364.5
2024/05/31,38487.9,2024/05/29,38441.54,2024/05/31,518.17,2024/05/30,3091.6778,2024/05/31,12.92,2024/06/03,156.1,2024/05/31,170.61,2024/05/31,7.2415,2024/06/03,1.066,2024/05/29,4.624,2024/05/29,79.28,2024/05/29,2336.9
2024/05/30,38054.13,2024/05/28,38852.86,2024/05/30,516.5,2024/05/29,3111.0176,2024/05/30,14.47,2024/05/31,157.31,2024/05/30,169.86,2024/05/30,7.2318,2024/05/31,1.075,2024/05/28,4.542,2024/05/28,80.28,2024/05/28,2362.4
2024/05/29,38556.87,2024/05/24,39069.59,2024/05/29,513.45,2024/05/28,3109.5721,2024/05/29,14.28,2024/05/30,156.81,2024/05/29,170.25,2024/05/29,7.2489,2024/05/30,1.06,2024/05/24,4.473,2024/05/24,77.8,2024/05/24,2335.2
2024/05/28,38855.37,2024/05/23,39065.26,2024/05/28,519.08,2024/05/27,3124.0427,2024/05/28,12.92,2024/05/29,157.6,2024/05/28,170.62,2024/05/28,7.2448,2024/05/29,1.08,2024/05/23,4.475,2024/05/23,76.98,2024/05/23,2330.6
