,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2023/02/02,27402.05,2023/02/02,34053.94,2023/02/02,459.2,2023/02/02,3285.6705,2023/02/02,18.73,2023/02/02,128.65,2023/02/02,140.41,2023/02/02,6.7289,2023/02/03,0.486,2023/02/02,3.398,2023/02/02,76.0,2023/02/02,1927.1
2023/02/01,27346.88,2023/02/01,34092.96,2023/02/01,453.09,2023/02/01,3284.9213,2023/02/01,17.87,2023/02/01,128.93,2023/02/01,141.67,2023/02/01,6.7406,2023/02/02,0.495,2023/02/01,3.398,2023/02/01,76.7,2023/02/01,1966.8
2023/01/31,27327.11,2023/01/31,34086.04,2023/01/31,453.21,2023/01/31,3255.6692,2023/01/31,19.4,2023/01/31,130.09,2023/01/31,141.31,2023/01/31,6.754,2023/02/01,0.48,2023/01/31,3.529,2023/01/31,79.03,2023/01/31,1943.8
2023/01/30,27433.4,2023/01/30,33717.09,2023/01/30,454.4,2023/01/30,3269.318,2023/01/30,19.94,2023/01/30,130.44,2023/01/30,141.53,2023/01/30,6.748,2023/01/31,0.49,2023/01/30,3.551,2023/01/30,77.81,2023/01/30,1922.5
2023/01/27,27382.56,2023/01/27,33978.08,2023/01/27,455.17,2023/01/20,3264.8138,2023/01/27,18.51,2023/01/27,129.85,2023/01/27,141.11,2023/01/27,6.7825,2023/01/30,0.471,2023/01/27,3.518,2023/01/27,79.38,2023/01/27,1927.6
2023/01/26,27362.75,2023/01/26,33949.41,2023/01/26,453.98,2023/01/19,3240.2794,2023/01/26,18.73,2023/01/26,130.21,2023/01/26,141.83,2023/01/26,6.7825,2023/01/27,0.482,2023/01/26,3.491,2023/01/26,81.1,2023/01/26,1929.7
2023/01/25,27395.01,2023/01/25,33743.84,2023/01/25,452.07,2023/01/18,3224.406,2023/01/25,19.08,2023/01/25,129.59,2023/01/25,141.42,2023/01/25,6.7825,2023/01/26,0.459,2023/01/25,3.462,2023/01/25,80.44,2023/01/25,1947.3
2023/01/24,27299.19,2023/01/24,33733.96,2023/01/24,453.38,2023/01/17,3224.2448,2023/01/24,19.2,2023/01/24,130.15,2023/01/24,141.7,2023/01/24,6.7825,2023/01/25,0.437,2023/01/24,3.467,2023/01/24,80.26,2023/01/24,1938.7
2023/01/23,26906.04,2023/01/23,33629.56,2023/01/23,454.49,2023/01/16,3227.5916,2023/01/23,19.81,2023/01/23,130.66,2023/01/23,142.04,2023/01/23,6.7825,2023/01/24,0.408,2023/01/23,3.523,2023/01/23,81.62,2023/01/23,1932.0
2023/01/20,26553.53,2023/01/20,33375.49,2023/01/20,452.12,2023/01/13,3195.3059,2023/01/20,19.85,2023/01/20,129.57,2023/01/20,140.64,2023/01/20,6.7825,2023/01/23,0.381,2023/01/20,3.484,2023/01/20,81.4,2023/01/20,1927.7
2023/01/19,26405.23,2023/01/19,33044.56,2023/01/19,450.45,2023/01/12,3163.4509,2023/01/19,20.52,2023/01/19,128.42,2023/01/19,139.1,2023/01/19,6.7738,2023/01/20,0.401,2023/01/19,3.399,2023/01/19,80.58,2023/01/19,1933.8
2023/01/18,26791.12,2023/01/18,33296.96,2023/01/18,457.53,2023/01/11,3161.8376,2023/01/18,20.34,2023/01/18,128.88,2023/01/18,139.16,2023/01/18,6.745,2023/01/19,0.407,2023/01/18,3.375,2023/01/18,79.14,2023/01/18,1906.3
2023/01/17,26138.68,2023/01/17,33910.85,2023/01/17,456.46,2023/01/10,3169.5072,2023/01/17,19.36,2023/01/17,128.13,2023/01/17,138.22,2023/01/17,6.7723,2023/01/18,0.414,2023/01/17,3.535,2023/01/17,81.04,2023/01/17,1911.2
2023/01/16,25822.32,2023/01/13,34302.61,2023/01/16,454.63,2023/01/09,3176.0845,2023/01/16,19.49,2023/01/16,128.54,2023/01/16,139.07,2023/01/16,6.7322,2023/01/17,0.505,2023/01/13,3.511,2023/01/13,80.07,2023/01/13,1923.0
2023/01/13,26119.52,2023/01/12,34189.97,2023/01/13,452.54,2023/01/06,3157.6365,2023/01/13,18.35,2023/01/13,127.88,2023/01/13,138.5,2023/01/13,6.701,2023/01/16,0.501,2023/01/12,3.447,2023/01/12,78.26,2023/01/12,1900.2
2023/01/12,26449.82,2023/01/11,33973.01,2023/01/12,450.22,2023/01/05,3155.2162,2023/01/12,18.83,2023/01/12,129.22,2023/01/12,140.3,2023/01/12,6.7365,2023/01/13,0.506,2023/01/11,3.556,2023/01/11,77.71,2023/01/11,1879.7
2023/01/11,26446.0,2023/01/10,33704.1,2023/01/11,447.41,2023/01/04,3123.5164,2023/01/11,21.09,2023/01/11,132.47,2023/01/11,142.5,2023/01/11,6.77,2023/01/12,0.504,2023/01/10,3.619,2023/01/10,74.71,2023/01/10,1881.3
2023/01/10,26175.56,2023/01/09,33517.65,2023/01/10,445.71,2023/01/03,3116.5119,2023/01/10,20.58,2023/01/10,132.25,2023/01/10,141.95,2023/01/10,6.777,2023/01/11,0.501,2023/01/09,3.517,2023/01/09,74.87,2023/01/09,1876.3
2023/01/06,25973.85,2023/01/06,33630.61,2023/01/09,448.35,2022/12/30,3089.2579,2023/01/09,21.97,2023/01/09,131.88,2023/01/09,141.51,2023/01/09,6.77,2023/01/10,0.504,2023/01/06,3.571,2023/01/06,73.73,2023/01/06,1870.5
2023/01/05,25820.8,2023/01/05,32930.08,2023/01/06,444.42,2022/12/29,3073.7016,2023/01/06,21.13,2023/01/06,132.07,2023/01/06,140.58,2023/01/06,6.837,2023/01/06,0.5,2023/01/05,3.722,2023/01/05,73.93,2023/01/05,1837.9
2023/01/04,25716.86,2023/01/04,33269.77,2023/01/05,439.33,2022/12/28,3087.3997,2023/01/05,22.46,2023/01/05,133.4,2023/01/05,140.36,2023/01/05,6.88,2023/01/05,0.422,2023/01/04,3.709,2023/01/04,73.22,2023/01/04,1860.7
