,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2024/07/04,40913.65,2024/07/05,39375.87,2024/07/05,516.6,2024/07/05,2949.9333,2024/07/05,12.48,2024/07/08,160.81,2024/07/08,174.05,2024/07/05,7.268,2024/07/05,1.071,2024/07/05,4.273,2024/07/05,83.44,2024/07/05,2399.8
2024/07/03,40580.76,2024/07/03,39308.0,2024/07/04,517.54,2024/07/04,2957.567,2024/07/04,12.26,2024/07/05,160.72,2024/07/05,174.22,2024/07/04,7.2668,2024/07/04,1.084,2024/07/03,4.347,2024/07/03,83.6,2024/07/03,2365.4
2024/07/02,40074.69,2024/07/02,39331.85,2024/07/03,514.67,2024/07/03,2982.3756,2024/07/03,12.09,2024/07/04,161.25,2024/07/04,174.34,2024/07/03,7.2699,2024/07/03,1.1,2024/07/02,4.436,2024/07/02,83.17,2024/07/02,2338.6
2024/07/01,39631.06,2024/07/01,39169.52,2024/07/02,510.91,2024/07/02,2997.0111,2024/07/02,12.03,2024/07/03,161.68,2024/07/03,174.42,2024/07/02,7.2712,2024/07/02,1.085,2024/07/01,4.479,2024/07/01,83.38,2024/07/01,2341.9
2024/06/28,39583.08,2024/06/28,39118.86,2024/07/01,513.04,2024/07/01,2994.7303,2024/07/01,12.22,2024/07/02,161.44,2024/07/02,173.45,2024/07/01,7.2683,2024/07/01,1.061,2024/06/28,4.343,2024/06/28,81.46,2024/06/28,2336.9
2024/06/27,39341.54,2024/06/27,39164.06,2024/06/28,511.42,2024/06/28,2967.4028,2024/06/28,12.44,2024/07/01,161.45,2024/07/01,173.39,2024/06/28,7.2672,2024/06/28,1.046,2024/06/27,4.288,2024/06/27,81.81,2024/06/27,2338.7
2024/06/26,39667.07,2024/06/26,39127.8,2024/06/27,512.59,2024/06/27,2945.8524,2024/06/27,12.24,2024/06/28,160.83,2024/06/28,172.36,2024/06/27,7.2688,2024/06/27,1.075,2024/06/26,4.316,2024/06/26,80.88,2024/06/26,2309.8
2024/06/25,39173.15,2024/06/25,39112.16,2024/06/26,514.81,2024/06/26,2972.5251,2024/06/26,12.55,2024/06/27,160.74,2024/06/27,172.06,2024/06/26,7.2666,2024/06/26,1.023,2024/06/25,4.238,2024/06/25,80.78,2024/06/25,2331.7
2024/06/24,38804.65,2024/06/24,39411.21,2024/06/25,517.7,2024/06/25,2949.9963,2024/06/25,12.84,2024/06/26,160.79,2024/06/26,171.72,2024/06/25,7.2629,2024/06/25,1.0,2024/06/24,4.248,2024/06/24,81.75,2024/06/24,2347.2
2024/06/21,38596.47,2024/06/21,39150.33,2024/06/24,518.87,2024/06/24,2963.0989,2024/06/24,13.33,2024/06/25,159.69,2024/06/25,171.06,2024/06/24,7.2586,2024/06/24,0.99,2024/06/21,4.257,2024/06/21,80.59,2024/06/21,2334.7
2024/06/20,38633.02,2024/06/20,39134.76,2024/06/21,515.11,2024/06/21,2998.1377,2024/06/21,13.2,2024/06/24,159.59,2024/06/24,171.34,2024/06/21,7.2609,2024/06/21,0.98,2024/06/20,4.254,2024/06/20,82.34,2024/06/20,2373.6
2024/06/19,38570.76,2024/06/18,38834.86,2024/06/20,518.91,2024/06/20,3005.4369,2024/06/20,13.28,2024/06/21,159.79,2024/06/21,170.86,2024/06/20,7.2604,2024/06/20,0.954,2024/06/18,4.217,2024/06/18,81.55,2024/06/18,2344.2
2024/06/18,38482.11,2024/06/17,38778.1,2024/06/19,514.13,2024/06/19,3018.0491,2024/06/19,12.48,2024/06/20,158.9,2024/06/20,170.06,2024/06/19,7.2569,2024/06/19,0.936,2024/06/17,4.279,2024/06/17,80.62,2024/06/17,2333.6
2024/06/17,38102.44,2024/06/14,38589.16,2024/06/18,515.01,2024/06/18,3030.2464,2024/06/18,12.3,2024/06/19,158.08,2024/06/19,169.83,2024/06/18,7.2543,2024/06/18,0.941,2024/06/14,4.213,2024/06/14,78.49,2024/06/14,2348.4
2024/06/14,38814.56,2024/06/13,38647.1,2024/06/17,511.49,2024/06/17,3015.8907,2024/06/17,12.75,2024/06/18,157.85,2024/06/18,169.52,2024/06/17,7.2561,2024/06/17,0.929,2024/06/13,4.24,2024/06/13,77.93,2024/06/13,2319.7
2024/06/13,38720.47,2024/06/12,38712.21,2024/06/14,511.05,2024/06/14,3032.6333,2024/06/14,12.66,2024/06/17,157.71,2024/06/17,169.28,2024/06/14,7.2557,2024/06/14,0.93,2024/06/12,4.295,2024/06/12,78.32,2024/06/12,2340.7
2024/06/12,38876.71,2024/06/11,38747.42,2024/06/13,516.04,2024/06/13,3028.9187,2024/06/13,11.94,2024/06/14,157.37,2024/06/14,168.45,2024/06/13,7.2522,2024/06/13,0.968,2024/06/11,4.402,2024/06/11,78.18,2024/06/11,2333.9
2024/06/11,39134.79,2024/06/10,38868.04,2024/06/12,522.89,2024/06/12,3037.4675,2024/06/12,12.04,2024/06/13,157.02,2024/06/13,168.6,2024/06/12,7.238,2024/06/12,0.988,2024/06/10,4.469,2024/06/10,78.23,2024/06/10,2328.0
2024/06/10,39038.16,2024/06/07,38798.99,2024/06/11,517.29,2024/06/11,3028.0451,2024/06/11,12.85,2024/06/12,156.71,2024/06/12,169.38,2024/06/11,7.2544,2024/06/11,1.025,2024/06/07,4.428,2024/06/07,75.38,2024/06/07,2311.1
2024/06/07,38683.93,2024/06/06,38886.17,2024/06/10,522.16,2024/06/07,3051.2787,2024/06/10,12.74,2024/06/11,157.07,2024/06/11,168.74,2024/06/10,7.2475,2024/06/10,1.036,2024/06/06,4.281,2024/06/06,75.67,2024/06/06,2395.2
2024/06/06,38703.51,2024/06/05,38807.33,2024/06/07,523.55,2024/06/06,3048.7939,2024/06/07,12.22,2024/06/10,157.02,2024/06/10,169.02,2024/06/07,7.2475,2024/06/07,0.976,2024/06/05,4.289,2024/06/05,74.29,2024/06/05,2375.3
