,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2023/08/18,31450.76,2023/08/18,34500.66,2023/08/18,448.44,2023/08/18,3131.953,2023/08/18,17.3,2023/08/21,146.17,2023/08/21,159.29,2023/08/18,7.28,2023/08/21,0.652,2023/08/18,4.251,2023/08/18,81.4,2023/08/18,1918.4
2023/08/17,31626.0,2023/08/17,34474.83,2023/08/17,451.19,2023/08/17,3163.7393,2023/08/17,17.89,2023/08/18,145.37,2023/08/18,158.03,2023/08/17,7.291,2023/08/18,0.63,2023/08/17,4.308,2023/08/17,80.06,2023/08/17,1918.9
2023/08/16,31766.82,2023/08/16,34765.74,2023/08/16,455.29,2023/08/16,3150.1277,2023/08/16,16.78,2023/08/17,145.83,2023/08/17,158.53,2023/08/16,7.2981,2023/08/17,0.651,2023/08/16,4.258,2023/08/16,79.26,2023/08/16,1922.1
2023/08/15,32238.89,2023/08/15,34946.39,2023/08/15,455.57,2023/08/15,3176.1758,2023/08/15,16.46,2023/08/16,146.35,2023/08/16,159.19,2023/08/15,7.2817,2023/08/16,0.63,2023/08/15,4.221,2023/08/15,81.08,2023/08/15,1933.3
2023/08/14,32059.91,2023/08/14,35307.63,2023/08/14,459.86,2023/08/14,3178.4272,2023/08/14,14.82,2023/08/15,145.57,2023/08/15,158.74,2023/08/14,7.2585,2023/08/15,0.626,2023/08/14,4.182,2023/08/14,82.47,2023/08/14,1939.1
2023/08/10,32473.65,2023/08/11,35281.4,2023/08/11,459.17,2023/08/11,3189.248,2023/08/11,14.84,2023/08/14,145.54,2023/08/14,158.71,2023/08/11,7.2367,2023/08/14,0.621,2023/08/11,4.168,2023/08/11,83.04,2023/08/11,1945.7
2023/08/09,32204.33,2023/08/10,35176.15,2023/08/10,464.23,2023/08/10,3254.5597,2023/08/10,15.85,2023/08/11,144.96,2023/08/11,158.65,2023/08/10,7.2165,2023/08/10,0.589,2023/08/10,4.082,2023/08/10,82.87,2023/08/10,1944.7
2023/08/08,32377.29,2023/08/09,35123.36,2023/08/09,460.58,2023/08/09,3244.4867,2023/08/09,15.96,2023/08/10,144.73,2023/08/10,158.95,2023/08/09,7.2085,2023/08/09,0.572,2023/08/09,4.012,2023/08/09,84.22,2023/08/09,1947.8
2023/08/07,32254.56,2023/08/08,35314.49,2023/08/08,458.6,2023/08/08,3260.6196,2023/08/08,15.99,2023/08/09,143.72,2023/08/09,157.73,2023/08/08,7.216,2023/08/08,0.613,2023/08/08,4.024,2023/08/08,82.84,2023/08/08,1959.7
2023/08/04,32192.75,2023/08/07,35473.13,2023/08/07,459.68,2023/08/07,3268.8311,2023/08/07,15.77,2023/08/08,143.37,2023/08/08,157.07,2023/08/07,7.192,2023/08/07,0.625,2023/08/07,4.078,2023/08/07,82.47,2023/08/07,1971.7
2023/08/03,32159.28,2023/08/04,35065.62,2023/08/04,459.28,2023/08/04,3288.0842,2023/08/04,17.1,2023/08/07,142.49,2023/08/07,156.75,2023/08/04,7.1706,2023/08/04,0.643,2023/08/04,4.062,2023/08/04,82.64,2023/08/04,1978.2
2023/08/02,32707.69,2023/08/03,35215.89,2023/08/03,457.93,2023/08/03,3280.4626,2023/08/03,15.92,2023/08/04,141.75,2023/08/04,156.05,2023/08/03,7.1651,2023/08/03,0.652,2023/08/03,4.189,2023/08/03,81.73,2023/08/03,1969.3
2023/08/01,33476.58,2023/08/02,35282.52,2023/08/02,460.84,2023/08/02,3261.6903,2023/08/02,16.09,2023/08/03,142.54,2023/08/03,156.04,2023/08/02,7.1911,2023/08/02,0.627,2023/08/02,4.078,2023/08/02,79.75,2023/08/02,1970.8
2023/07/31,33172.22,2023/08/01,35630.68,2023/08/01,467.16,2023/08/01,3290.9493,2023/08/01,13.93,2023/08/02,143.32,2023/08/02,156.76,2023/08/01,7.1775,2023/08/01,0.596,2023/08/01,4.047,2023/08/01,82.17,2023/08/01,1981.6
2023/07/28,32759.23,2023/07/31,35559.53,2023/07/31,471.35,2023/07/31,3291.0398,2023/07/31,13.63,2023/08/01,143.32,2023/08/01,157.42,2023/07/31,7.1426,2023/07/31,0.604,2023/07/31,3.957,2023/07/31,81.76,2023/07/31,2003.7
2023/07/27,32891.16,2023/07/28,35459.29,2023/07/28,470.78,2023/07/28,3275.9257,2023/07/28,13.33,2023/07/31,142.28,2023/07/31,156.45,2023/07/28,7.1488,2023/07/28,0.556,2023/07/28,3.969,2023/07/28,80.67,2023/07/28,1958.8
2023/07/26,32668.34,2023/07/27,35282.72,2023/07/27,471.74,2023/07/27,3216.6709,2023/07/27,14.41,2023/07/28,141.15,2023/07/28,155.48,2023/07/27,7.173,2023/07/27,0.441,2023/07/27,4.012,2023/07/27,79.82,2023/07/27,1946.3
2023/07/25,32682.51,2023/07/26,35520.12,2023/07/26,465.46,2023/07/26,3223.0279,2023/07/26,13.19,2023/07/27,139.44,2023/07/27,153.1,2023/07/26,7.1503,2023/07/26,0.449,2023/07/26,3.851,2023/07/26,78.92,2023/07/26,1973.4
2023/07/24,32700.94,2023/07/25,35438.07,2023/07/25,467.92,2023/07/25,3231.5213,2023/07/25,13.86,2023/07/26,140.21,2023/07/26,155.45,2023/07/25,7.134,2023/07/25,0.461,2023/07/25,3.912,2023/07/25,79.32,2023/07/25,1966.6
2023/07/21,32304.25,2023/07/24,35411.24,2023/07/24,465.68,2023/07/24,3164.1608,2023/07/24,13.91,2023/07/25,140.9,2023/07/25,155.76,2023/07/24,7.1855,2023/07/24,0.458,2023/07/24,3.857,2023/07/24,78.92,2023/07/24,1956.5
2023/07/20,32490.52,2023/07/21,35227.69,2023/07/21,465.4,2023/07/21,3167.7452,2023/07/21,13.6,2023/07/24,141.44,2023/07/24,156.51,2023/07/21,7.1861,2023/07/21,0.48,2023/07/21,3.839,2023/07/21,76.83,2023/07/21,1963.9
